ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0001819,positive regulation of cytokine production,59/862,313/12112,0.18849840255591055,2.6485993639874574,8.17960006903677,3.1007542803020905e-12,1.2806459054554629e-8,9.850346679457436e-9,IL32/CD4/BTK/NR1H4/SLC11A1/CD74/POU2F2/PTGS2/IL12RB2/WNT11/NLRP1/IL12RB1/TLR8/SLC7A5/MEFV/PYCARD/GSDMD/SERPINE1/CRTAM/TRPV4/IL17F/HHLA2/F3/TNFSF4/NR4A3/EGR1/EPX/IRF1/C3/IRF4/THBS1/SEMA7A/FCGR1A/ADRA2A/CD226/GBP5/LAPTM5/IFI16/IL15/CGAS/CYBB/NOD2/PTAFR/PYDC1/CD14/PTGER4/CLEC7A/IL16/TLR1/DDIT3/ALOX15B/TLR7/PELI1/C5AR1/PNP/RAET1G/HLA-F/HLA-DPB1/CEACAM20,59
GO:0050865,regulation of cell activation,70/862,413/12112,0.1694915254237288,2.381532895512997,7.90731899606944,5.474015411222325e-12,1.2806459054554629e-8,9.850346679457436e-9,CD4/BTK/CD74/TNFRSF9/PRDM1/LAG3/IL12RB1/LGALS1/PDGFB/PYCARD/DOCK8/VSIR/CRTAM/PTPN6/NEDD9/RIPOR2/BCL6/HHLA2/ID2/TNFSF4/TNFAIP3/NR4A3/NCKAP1L/SDC4/CDKN1A/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/SOX15/FOXJ1/APOE/SERPINE2/IRF4/LRRC32/THBS1/CD27/DUSP10/NFKBIZ/TTBK1/CD226/UBASH3B/LAPTM5/DDR2/IHH/ZC3H12A/IL15/CGAS/NOD2/IGF2/INPP5D/MZB1/JUNB/CLEC7A/IL16/TBC1D10C/EGR3/LCK/SOCS1/ZFP36L1/IRS2/CNR2/FLNA/PELI1/NRARP/PNP/BRD2/HLA-DPB1,70
GO:0009617,response to bacterium,65/862,374/12112,0.17379679144385027,2.442026378153033,7.8411421478457255,1.0497987309427428e-11,1.6373360873603646e-8,1.2593901266993818e-8,MPO/CD4/BTK/NR1H4/SLC11A1/MAP2K3/PTGS2/IL12RB2/LYZ/TF/NLRP1/CHGA/NFKBIA/SLC7A5/PYCARD/GSDMD/SERPINE1/CSF3/FAM20A/IL10RA/PTPN6/IL17F/TENT5A/TNFSF4/TNFAIP3/EPX/LRAT/NR4A1/EFNB2/C3/CITED1/ZFP36/VGF/GCH1/SCN7A/NLRC5/EPHA2/DUSP10/NFKBIZ/ADM/FCGR1A/GBP5/CXCL13/GBP2/ZC3H12A/RNASE7/C2/NOD2/LPO/EVPL/PTAFR/ITGAM/FOS/SLC30A1/CD14/PPM1D/PTGER4/TLR1/CNR2/PELI1/C5AR1/RNASE13/HP/MRC1/CEACAM20,65
GO:0002252,immune effector process,65/862,383/12112,0.16971279373368145,2.384641946290429,7.622084367139453,3.077543286238516e-11,3.5999562590775045e-8,2.768979077802497e-8,MPO/ITGAL/BTK/SLC11A1/CD74/LAT2/LAG3/IL12RB1/LGALS1/CHGA/TLR8/SLC7A5/PYCARD/LFNG/CRTAM/PTPN6/IL17F/BCL6/TNFSF4/NR4A3/EPX/NCKAP1L/CD70/C3/STAT5A/FOXJ1/DYSF/LCP1/MYO1G/IRF4/SEMA7A/CD27/RORC/DUSP10/NFKBIZ/FCGR1A/CD226/NCF1/LAPTM5/FCGR3B/ZC3H12A/CGAS/C2/NOD2/EVPL/INPP5D/PTAFR/ITGAM/MZB1/SERPINB9/JUNB/PTGER4/CLEC7A/C1S/FES/SOCS3/C17orf99/TUBB4B/SEMA4A/TLR7/DLL1/RAET1G/BRD2/HLA-F/RAB44,65
GO:0048514,blood vessel morphogenesis,75/862,481/12112,0.15592515592515593,2.190911239635138,7.377526500067284,5.983250876190379e-11,5.2391285001027336e-8,4.029781519184541e-8,PRDM1/NGFR/SP100/JMJD6/PTGS2/WNT11/PDGFB/KLF5/SERPINE1/PTPN6/IL17F/VEGFA/NPR3/HYAL1/EPAS1/GADD45A/F3/TNFAIP3/CCN2/PGF/TBX4/CXCR4/MMP19/NR4A1/PTGIS/EFNB2/C3/CITED1/ID1/PTPRB/KLF2/KDR/DLL4/SAT1/APOE/GLUL/KLF4/CCN3/THBS1/ITGAX/MYOCD/EPHA2/HSPG2/CCN1/RHOB/AGTR1/PLK2/ADM/ADAMTS1/CXCL13/FGF18/CREB3L1/FOXH1/WNT4/NPPC/IHH/ZC3H12A/CITED2/CYBB/ANPEP/GREM1/ANGPTL4/JUNB/CHRNA7/GPR4/EGR3/EPHB3/TNFAIP2/ZFP36L1/SEMA4A/FLNA/C5AR1/NRARP/DLL1/ADGRG1,75
GO:0007159,leukocyte cell-cell adhesion,51/862,268/12112,0.19029850746268656,2.6738927173875404,7.670314852085683,6.718266937511519e-11,5.2391285001027336e-8,4.029781519184541e-8,ITGAL/CD4/CD74/LAG3/IL12RB1/LGALS1/PYCARD/DOCK8/VSIR/CRTAM/SELPLG/PTPN6/RIPOR2/BCL6/HHLA2/TNFSF4/NR4A3/NCKAP1L/SDC4/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/FOXJ1/NT5E/KLF4/LRRC32/CD27/DUSP10/NFKBIZ/FERMT3/LAPTM5/IHH/ZC3H12A/IL15/NOD2/IGF2/PTAFR/EGR3/LCK/SOCS1/SEMA4D/SELL/PELI1/NRARP/PNP/BRD2/HLA-DPB1/PECAM1,51
GO:0002694,regulation of leukocyte activation,63/862,376/12112,0.1675531914893617,2.3542972799526094,7.3844006525586865,1.0923139152284582e-10,7.30133829907708e-8,5.615971843858795e-8,CD4/BTK/CD74/TNFRSF9/PRDM1/LAG3/IL12RB1/LGALS1/PYCARD/DOCK8/VSIR/CRTAM/PTPN6/NEDD9/RIPOR2/BCL6/HHLA2/ID2/TNFSF4/TNFAIP3/NR4A3/NCKAP1L/SDC4/CDKN1A/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/FOXJ1/IRF4/LRRC32/THBS1/CD27/DUSP10/NFKBIZ/TTBK1/CD226/LAPTM5/IHH/ZC3H12A/IL15/CGAS/NOD2/IGF2/INPP5D/MZB1/JUNB/CLEC7A/IL16/TBC1D10C/EGR3/LCK/SOCS1/ZFP36L1/IRS2/CNR2/PELI1/NRARP/PNP/BRD2/HLA-DPB1,63
GO:0042110,T cell activation,63/862,378/12112,0.16666666666666666,2.3418406805877803,7.336538247377555,1.3716255656266497e-10,8.022295026958868e-8,6.170510274838836e-8,ITGAL/CD4/SLC11A1/CD74/TNFRSF9/PRDM1/JMJD6/LAG3/IL12RB1/LGALS1/PYCARD/LFNG/DOCK8/VSIR/CRTAM/PTPN6/RIPOR2/BCL6/HHLA2/TNFSF4/EGR1/NCKAP1L/SDC4/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/DLL4/FOXJ1/LCP1/IRF4/LRRC32/CD27/RORC/DUSP10/NFKBIZ/FZD7/LAPTM5/WNT4/IHH/ZC3H12A/IL15/CGAS/NOD2/IGF2/JUNB/PTGER4/CLEC7A/EGR3/LCK/SOCS3/SOCS1/ZFP36L1/SEMA4A/PELI1/NRARP/PNP/MAFB/BRD2/MICB/HLA-DPB1,63
GO:0002250,adaptive immune response,51/862,274/12112,0.18613138686131386,2.6153403221162805,7.486305080226451,1.5484004883467118e-10,8.04996209441585e-8,6.191790958663634e-8,CD4/BTK/SLC11A1/CD74/PRDM1/LAT2/LAG3/IL12RB1/LGALS1/TLR8/PYCARD/PTPN6/IL17F/BCL6/TNFSF4/TNFAIP3/NCKAP1L/IRF1/CD70/C3/STAT5A/FOXJ1/MYO1G/IRF4/CD27/RORC/DUSP10/NFKBIZ/FCGR1A/CD226/CXCL13/FCGR3B/CTSS/ZC3H12A/C2/NOD2/INPP5D/JUNB/CLEC7A/ADGRE1/C1S/SOCS3/C17orf99/SEMA4A/RAET1G/BRD2/MICB/LILRB3/HLA-F/HLA-DPB1/LILRA6,51
GO:0050727,regulation of inflammatory response,46/862,237/12112,0.1940928270042194,2.7272068685326047,7.433084911702016,2.9836310646683594e-10,1.3960409751583252e-7,1.0737931168527497e-7,BTK/NR1H4/PTGER3/PTGS2/NLRP1/LGALS1/NFKBIA/MEFV/PYCARD/CCN4/GSDMD/SERPINE1/IL10RA/TRPV4/PTPN6/BCL6/TNFSF4/TNFAIP3/PTGIS/C3/ZFP36/APOE/MAS1/NT5E/KLF4/CCN3/IER3/SEMA7A/DUOXA1/DUSP10/NFKBIZ/AGTR1/PLK2/TTBK1/FCGR1A/GBP5/NCF1/GBP2/IL15/NOD2/PTGER4/IL16/METRNL/GPR4/SOCS3/TLR7,46
GO:0002521,leukocyte differentiation,68/862,436/12112,0.1559633027522936,2.1914472423848954,7.013557981159951,4.887695098892501e-10,1.908478891485301e-7,1.467945091728607e-7,CD4/BTK/CD74/TNFRSF9/PRDM1/JMJD6/LAG3/TF/IL11/IL12RB1/EFNA2/LGALS1/CCN4/LFNG/VSIR/CSF3/CRTAM/PTPN6/NEDD9/VEGFA/BCL6/ID2/TNFSF4/EGR1/NCKAP1L/IRF1/TNFSF9/STAT5A/DLL4/FOXJ1/MYC/IRF4/CD27/EPHA2/RORC/DUSP10/NFKBIZ/UBASH3B/LRRK1/KLF10/FZD7/WNT4/IHH/IFI16/ZC3H12A/IL15/CITED2/INPP5D/FOS/JUNB/PTGER4/EGR3/FES/LCK/TOB2/SOCS3/SOCS1/ZFP36L1/IKZF1/C17orf99/PAX5/SEMA4A/NRARP/DLL1/PNP/MAFB/BRD2/LILRB3,68
GO:0001525,angiogenesis,65/862,408/12112,0.15931372549019607,2.2385241799736133,7.0442504527939285,4.894581469934518e-10,1.908478891485301e-7,1.467945091728607e-7,NGFR/SP100/JMJD6/PTGS2/PDGFB/KLF5/SERPINE1/PTPN6/IL17F/VEGFA/NPR3/HYAL1/EPAS1/GADD45A/F3/TNFAIP3/CCN2/PGF/TBX4/CXCR4/MMP19/NR4A1/PTGIS/EFNB2/C3/ID1/PTPRB/KLF2/KDR/DLL4/SAT1/GLUL/KLF4/CCN3/THBS1/ITGAX/EPHA2/HSPG2/CCN1/RHOB/AGTR1/PLK2/ADM/ADAMTS1/CXCL13/FGF18/CREB3L1/NPPC/IHH/ZC3H12A/CYBB/ANPEP/GREM1/ANGPTL4/CHRNA7/GPR4/EGR3/EPHB3/TNFAIP2/SEMA4A/FLNA/C5AR1/NRARP/DLL1/ADGRG1,65
GO:0050729,positive regulation of inflammatory response,25/862,86/12112,0.29069767441860467,4.084605838234501,7.9461301821339525,6.766279524494706e-10,2.2671298019421312e-7,1.743808684455776e-7,BTK/PTGER3/PTGS2/NLRP1/LGALS1/NFKBIA/MEFV/PYCARD/CCN4/GSDMD/SERPINE1/TRPV4/TNFSF4/C3/NFKBIZ/AGTR1/TTBK1/FCGR1A/GBP5/GBP2/IL15/PTGER4/IL16/GPR4/TLR7,25
GO:0051249,regulation of lymphocyte activation,57/862,338/12112,0.16863905325443787,2.3695547714823104,7.068757995064059,6.783461685657157e-10,2.2671298019421312e-7,1.743808684455776e-7,CD4/BTK/CD74/TNFRSF9/PRDM1/LAG3/IL12RB1/LGALS1/PYCARD/DOCK8/VSIR/CRTAM/PTPN6/NEDD9/RIPOR2/BCL6/HHLA2/ID2/TNFSF4/TNFAIP3/NCKAP1L/SDC4/CDKN1A/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/FOXJ1/IRF4/LRRC32/CD27/DUSP10/NFKBIZ/LAPTM5/IHH/ZC3H12A/IL15/CGAS/NOD2/IGF2/INPP5D/MZB1/JUNB/CLEC7A/TBC1D10C/EGR3/LCK/SOCS1/ZFP36L1/IRS2/PELI1/NRARP/PNP/BRD2/HLA-DPB1,57
GO:0022407,regulation of cell-cell adhesion,56/862,332/12112,0.1686746987951807,2.370055628546669,7.006513636747974,9.544705631927004e-10,2.97731184345243e-7,2.2900595477584861e-7,CD4/CD74/LAG3/IL12RB1/LGALS1/PYCARD/DOCK8/VSIR/CRTAM/TRPV4/PTPN6/RIPOR2/VEGFA/BCL6/HHLA2/TNFSF4/NR4A3/NCKAP1L/SDC4/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/FOXJ1/SERPINE2/PCDH8/KLF4/LRRC32/CD27/DUSP10/NFKBIZ/FERMT3/UBASH3B/CXCL13/LAPTM5/WNT4/IHH/ZC3H12A/IL15/CITED2/NOD2/IGF2/PTAFR/PKHD1/FUT3/EGR3/EPHB3/LCK/SOCS1/PELI1/NRARP/PNP/BRD2/HLA-DPB1,56
GO:0050863,regulation of T cell activation,46/862,249/12112,0.18473895582329317,2.5957752122177804,7.042737424582826,1.609560380157767e-9,4.70695813672387e-7,3.620451934052241e-7,CD4/CD74/TNFRSF9/PRDM1/LAG3/IL12RB1/LGALS1/PYCARD/DOCK8/VSIR/CRTAM/PTPN6/RIPOR2/BCL6/HHLA2/TNFSF4/NCKAP1L/SDC4/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/FOXJ1/IRF4/LRRC32/CD27/DUSP10/NFKBIZ/LAPTM5/IHH/ZC3H12A/IL15/CGAS/NOD2/IGF2/JUNB/EGR3/LCK/SOCS1/PELI1/NRARP/PNP/BRD2/HLA-DPB1,46
GO:1902105,regulation of leukocyte differentiation,42/862,221/12112,0.19004524886877827,2.6703341697200025,6.936776253814224,3.4679471814121194e-9,9.545014624604299e-7,7.341740813156678e-7,CD4/BTK/CD74/PRDM1/LAG3/IL12RB1/LGALS1/VSIR/CRTAM/PTPN6/NEDD9/BCL6/ID2/TNFSF4/NCKAP1L/IRF1/TNFSF9/STAT5A/FOXJ1/MYC/IRF4/CD27/DUSP10/NFKBIZ/UBASH3B/KLF10/IHH/ZC3H12A/IL15/INPP5D/FOS/JUNB/EGR3/FES/TOB2/SOCS1/ZFP36L1/NRARP/PNP/MAFB/BRD2/LILRB3,42
GO:0002697,regulation of immune effector process,43/862,231/12112,0.18614718614718614,2.6155623185785597,6.862313915012587,4.349593249834442e-9,1.1306526008875197e-6,8.696642877885354e-7,BTK/CD74/LAG3/IL12RB1/LGALS1/SLC7A5/PYCARD/CRTAM/PTPN6/IL17F/BCL6/TNFSF4/NR4A3/EPX/NCKAP1L/C3/STAT5A/FOXJ1/IRF4/SEMA7A/DUSP10/NFKBIZ/FCGR1A/CD226/NCF1/LAPTM5/ZC3H12A/CGAS/NOD2/EVPL/INPP5D/PTAFR/ITGAM/MZB1/SERPINB9/JUNB/CLEC7A/FES/C17orf99/TLR7/RAET1G/BRD2/HLA-F,43
GO:0009612,response to mechanical stimulus,35/862,167/12112,0.20958083832335328,2.9448295983439152,7.005095940730743,5.114538307262663e-9,1.2257577696385315e-6,9.428163495110607e-7,MPO/PKD1/KCNQ1/PTGS2/WNT11/SLC9A1/NFKBIA/TLR8/CALB1/TRPV4/KCNA1/GADD45A/CXCR4/PHF24/IRF1/SOX9/TNFSF14/FOSB/SLC38A2/SERPINE2/KIAA0319/THBS1/ACTA1/PKD1L1/DDR2/IHH/CITED2/TUBA1A/ITGAM/FOS/PTGER4/FOSL1/TLR7/SCX/PKD1L3,35
GO:0030098,lymphocyte differentiation,51/862,302/12112,0.16887417218543047,2.372858437946559,6.687621014252998,5.239400596873399e-9,1.2257577696385315e-6,9.428163495110607e-7,CD4/BTK/CD74/TNFRSF9/PRDM1/JMJD6/LAG3/IL11/IL12RB1/LGALS1/LFNG/VSIR/CRTAM/PTPN6/BCL6/ID2/TNFSF4/EGR1/NCKAP1L/IRF1/TNFSF9/STAT5A/DLL4/FOXJ1/IRF4/CD27/RORC/DUSP10/NFKBIZ/FZD7/WNT4/IHH/ZC3H12A/IL15/INPP5D/JUNB/PTGER4/EGR3/LCK/SOCS3/SOCS1/ZFP36L1/IKZF1/C17orf99/PAX5/SEMA4A/NRARP/DLL1/PNP/MAFB/BRD2,51
GO:0042742,defense response to bacterium,29/862,123/12112,0.23577235772357724,3.3128477920510067,7.136339492495528,6.485917218841946e-9,1.4111268323951217e-6,1.0853967086891982e-6,MPO/CD4/NR1H4/SLC11A1/LYZ/TF/NLRP1/CHGA/PYCARD/GSDMD/SERPINE1/IL17F/EPX/VGF/EPHA2/NFKBIZ/ADM/FCGR1A/GBP5/CXCL13/GBP2/RNASE7/NOD2/LPO/EVPL/SLC30A1/C5AR1/RNASE13/HP,29
GO:0006814,sodium ion transport,34/862,161/12112,0.2111801242236025,2.96730123503048,6.955831502833373,6.9050834512469e-9,1.4111268323951217e-6,1.0853967086891982e-6,SCN4A/SLC6A13/KCNQ1/TRPM5/SLC9A1/SLC10A1/SLC8A3/SLC17A7/SLC5A5/SLC6A4/SLC6A12/SCNN1A/SLC17A2/SGK1/SLC17A3/SLC17A1/ATP1B2/SLC6A6/SLC38A2/SERPINE2/SCN7A/SIK1/ATP1B1/SLC17A4/SLC5A10/SLC34A2/CNNM4/SLC13A3/SLC9C2/ADRB2/SLC23A1/GRIN1/GRIN2A/SLC4A5,34
GO:0030217,T cell differentiation,42/862,226/12112,0.18584070796460178,2.6112559801244277,6.768123465627036,6.9365071906577895e-9,1.4111268323951217e-6,1.0853967086891982e-6,CD4/CD74/TNFRSF9/PRDM1/JMJD6/LAG3/IL12RB1/LGALS1/LFNG/VSIR/CRTAM/BCL6/TNFSF4/EGR1/NCKAP1L/IRF1/TNFSF9/STAT5A/DLL4/FOXJ1/IRF4/CD27/RORC/DUSP10/NFKBIZ/FZD7/WNT4/IHH/ZC3H12A/IL15/JUNB/PTGER4/EGR3/LCK/SOCS3/SOCS1/ZFP36L1/SEMA4A/NRARP/PNP/MAFB/BRD2,42
GO:1903037,regulation of leukocyte cell-cell adhesion,44/862,245/12112,0.17959183673469387,2.5234528150007103,6.66820514647266,8.993787840595466e-9,1.7534138877560911e-6,1.3486737117103465e-6,CD4/CD74/LAG3/IL12RB1/LGALS1/PYCARD/DOCK8/VSIR/CRTAM/PTPN6/RIPOR2/BCL6/HHLA2/TNFSF4/NR4A3/NCKAP1L/SDC4/EFNB2/IRF1/TNFSF9/CD70/TNFSF14/STAT5A/FOXJ1/KLF4/LRRC32/CD27/DUSP10/NFKBIZ/LAPTM5/IHH/ZC3H12A/IL15/NOD2/IGF2/PTAFR/EGR3/LCK/SOCS1/PELI1/NRARP/PNP/BRD2/HLA-DPB1,44
GO:0050866,negative regulation of cell activation,30/862,133/12112,0.22556390977443608,3.1694084398932367,6.963446402523628,1.0761409205962463e-8,2.0141053469879344e-6,1.5491898136920277e-6,BTK/CD74/LAG3/LGALS1/PDGFB/VSIR/CRTAM/PTPN6/RIPOR2/BCL6/ID2/TNFSF4/TNFAIP3/SDC4/IRF1/STAT5A/FOXJ1/APOE/SERPINE2/LRRC32/UBASH3B/LAPTM5/IHH/ZC3H12A/INPP5D/TBC1D10C/SOCS1/CNR2/PELI1/NRARP,30
GO:0007186,G protein-coupled receptor signaling pathway,69/862,481/12112,0.14345114345114346,2.0156383404643266,6.291735707822815,1.3124631236833302e-8,2.3619288291208852e-6,1.8167252712037675e-6,PTGER3/KCNQ1/ACTN2/CHGA/GPR50/CCL22/CA2/RASD1/ADGRD1/PTPN6/VEGFA/NPR3/RGS2/RGS4/STMN1/PRLHR/CXCR4/PHF24/GRM4/OR2B6/C3/STAT5A/APOE/MAS1/PYY/GUCY2D/OR4D1/PIK3R5/GPR32/RGS16/AGTR1/UCN2/GLRA1/ADM/ADRA2A/ITPR1/GPR78/FZD7/GNG3/CXCR1/GRM2/OR2W6P/OR2B2/CXCL11/ADRB2/OR5AU1/PTAFR/PTGER4/TAS1R1/ADGRE1/GPR4/ALOX15B/RRH/SSTR2/OR52A1/NXPH3/GALR2/HCAR2/QRFP/CNR2/CGB7/HCAR1/FLNA/C5AR1/ADGRG1/S1PR3/OR4D2/OPN1MW3/DGKK,69
GO:0032103,positive regulation of response to external stimulus,64/862,434/12112,0.14746543778801843,2.0720433671560086,6.29564682984473,1.5487425738450425e-8,2.6839135196373904e-06,2.064386300185653e-6,BTK/NR1H4/CD74/PTGER3/PTGS2/LRCH4/LAG3/NLRP1/LGALS1/PDGFB/NFKBIA/TLR8/MEFV/PYCARD/CCN4/GSDMD/SERPINE1/CRTAM/TRPV4/NEDD9/RIPOR2/IL17F/VEGFA/F3/TNFSF4/TNFAIP3/PGF/CXCR4/NCKAP1L/IRF1/C3/TNFSF14/KDR/IRF4/THBS1/NLRC5/NFKBIZ/AGTR1/TTBK1/FCGR1A/CD226/GBP5/CXCL13/FGF18/GBP2/CTSS/IFI16/IL15/CGAS/NOD2/CD14/PTGER4/CLEC7A/IL16/TLR1/FOSL1/GPR4/HEXIM1/TLR7/FLNA/PELI1/C5AR1/RAET1G/HLA-F,64
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,38/862,199/12112,0.19095477386934673,2.68311394559806,6.626693126709248,1.697095128344785e-8,2.835967180544732e-6,2.181341445041662e-6,CD4/BTK/SLC11A1/CD74/IL12RB1/LGALS1/TLR8/PTPN6/BCL6/TNFSF4/TNFAIP3/NCKAP1L/CD70/C3/STAT5A/FOXJ1/MYO1G/IRF4/CD27/RORC/NFKBIZ/FCGR1A/CD226/CXCL13/FCGR3B/ZC3H12A/C2/NOD2/INPP5D/JUNB/CLEC7A/C1S/SOCS3/C17orf99/SEMA4A/RAET1G/BRD2/HLA-F,38
GO:1903131,mononuclear cell differentiation,56/862,361/12112,0.15512465373961218,2.179663348137103,6.298565467256256,2.1377214732100832e-8,3.449103025224131e-6,2.6529472656643464e-6,CD4/BTK/CD74/TNFRSF9/PRDM1/JMJD6/LAG3/IL11/IL12RB1/LGALS1/LFNG/VSIR/CRTAM/PTPN6/VEGFA/BCL6/ID2/TNFSF4/EGR1/NCKAP1L/IRF1/TNFSF9/STAT5A/DLL4/FOXJ1/MYC/IRF4/CD27/RORC/DUSP10/NFKBIZ/FZD7/WNT4/IHH/IFI16/ZC3H12A/IL15/INPP5D/FOS/JUNB/PTGER4/EGR3/FES/LCK/SOCS3/SOCS1/ZFP36L1/IKZF1/C17orf99/PAX5/SEMA4A/NRARP/DLL1/PNP/MAFB/BRD2,56
GO:0050900,leukocyte migration,42/862,235/12112,0.17872340425531916,2.5112504319494495,6.475664865408225,2.2693452201412287e-8,3.539422095013603e-6,2.722418002688723e-6,ITGAL/CD74/PDGFB/CHGA/ASB2/CCL22/SMPD3/PYCARD/SERPINE1/DOCK8/CRTAM/SELPLG/TRPV4/NEDD9/RIPOR2/VEGFA/CSF3R/PGF/DUSP1/EPX/CXCR4/NCKAP1L/TNFSF14/FOXJ1/GDF15/LYVE1/MYO1G/CCN3/THBS1/CXCL13/CXCR1/GREM1/NOD2/CXCL11/PTAFR/PTGER4/IL16/LCK/SELL/CNR2/C5AR1/PECAM1,42
GO:0035725,sodium ion transmembrane transport,28/862,123/12112,0.22764227642276422,3.198611661290627,6.78386155848836,2.6853292703981705e-8,4.053114727804206e-6,3.117535068078555e-6,SCN4A/SLC6A13/TRPM5/SLC9A1/SLC8A3/SLC17A7/SLC5A5/SLC6A4/SLC6A12/SCNN1A/SLC17A2/SLC17A3/SLC17A1/ATP1B2/SLC6A6/SLC38A2/SCN7A/ATP1B1/SLC17A4/SLC5A10/SLC34A2/CNNM4/SLC13A3/SLC9C2/SLC23A1/GRIN1/GRIN2A/SLC4A5,28
GO:1903706,regulation of hemopoiesis,48/862,290/12112,0.16551724137931034,2.3256900552044164,6.325034425247816,2.8686892223402865e-8,4.0880307086371e-6,3.144391400058547e-6,CD4/BTK/SNAI2/CD74/PRDM1/LAG3/IL12RB1/LGALS1/NFKBIA/VSIR/CSF3/CRTAM/PTPN6/NEDD9/BCL6/ID2/TNFSF4/CSF3R/NCKAP1L/IRF1/TNFSF9/STAT5A/ZFP36/FOXJ1/MYC/IRF4/CD27/DUSP10/NFKBIZ/UBASH3B/KLF10/IHH/ZC3H12A/IL15/INPP5D/FOS/JUNB/EGR3/FES/TOB2/SOCS1/ZFP36L1/NRARP/DLL1/PNP/MAFB/BRD2/LILRB3,48
GO:0045619,regulation of lymphocyte differentiation,32/862,154/12112,0.2077922077922078,2.919697471901648,6.636380103321351,2.8832018248562575e-8,4.0880307086371e-6,3.144391400058547e-6,BTK/CD74/PRDM1/LAG3/IL12RB1/LGALS1/VSIR/CRTAM/PTPN6/BCL6/ID2/TNFSF4/NCKAP1L/IRF1/TNFSF9/STAT5A/FOXJ1/IRF4/CD27/DUSP10/NFKBIZ/IHH/ZC3H12A/IL15/INPP5D/JUNB/EGR3/SOCS1/ZFP36L1/NRARP/PNP/BRD2,32
GO:0051250,negative regulation of lymphocyte activation,25/862,102/12112,0.24509803921568626,3.443883353805559,6.860826379565032,3.129021459729534e-8,4.306085708845438e-6,3.3121128083019434e-6,BTK/CD74/LAG3/LGALS1/VSIR/CRTAM/PTPN6/RIPOR2/BCL6/ID2/TNFSF4/TNFAIP3/SDC4/IRF1/STAT5A/FOXJ1/LRRC32/LAPTM5/IHH/ZC3H12A/INPP5D/TBC1D10C/SOCS1/PELI1/NRARP,25
GO:0007162,negative regulation of cell adhesion,37/862,199/12112,0.18592964824120603,2.6125056838717953,6.348696925742552,5.4287493986807475e-8,6.9547168959531675e-6,5.349360989699526e-6,SNAI2/CD74/LAG3/LGALS1/SERPINE1/VSIR/CRTAM/TRPV4/PTPN6/RIPOR2/VEGFA/BCL6/EPHA4/TNFSF4/DUSP1/SDC4/IRF1/STAT5A/FOXJ1/SERPINE2/PLXNC1/KLF4/LRRC32/THBS1/HSPG2/UBASH3B/FZD7/LAPTM5/IHH/ZC3H12A/RND1/SOCS1/SPRY4/SEMA4D/PELI1/NRARP/PLXNB3,37
GO:0040017,positive regulation of locomotion,62/862,429/12112,0.1445221445221445,2.030687023726467,6.016523811543966,5.602910532311495e-8,6.9547168959531675e-6,5.349360989699526e-6,SEMA3B/SNAI2/CD74/MAP2K3/PTGS2/CASS4/TF/PDGFB/CCL22/PYCARD/CCN4/SERPINE1/DOCK8/VSIR/TRPV4/NEDD9/RIPOR2/FBXO5/VEGFA/HBEGF/BCL6/EPHA4/F3/NR4A3/PGF/CXCR4/NCKAP1L/PLP1/SNAI1/SOX9/TNFSF14/STAT5A/KDR/LYVE1/ENPP2/THBS1/DUOX1/SEMA7A/DUOX2/ITGAX/EPHA2/CCN1/RHOB/PLK2/FERMT3/ADRA2A/ADAMTS1/CXCL13/FGF18/DDR2/ZC3H12A/PTAFR/CLEC7A/IL16/CAVIN1/IRS2/SEMA4D/CLDN4/SEMA4A/FLNA/C5AR1/PECAM1,62
GO:0006935,chemotaxis,46/862,278/12112,0.16546762589928057,2.3249929059072927,6.186393520256798,5.6481992315926554e-8,6.9547168959531675e-6,5.349360989699526e-6,SEMA3B/CD74/PDGFB/CHGA/CCL22/TSC2/SERPINE1/TRPV4/NEDD9/RIPOR2/VEGFA/HBEGF/F3/CSF3R/PGF/DUSP1/CXCR4/NCKAP1L/NR4A1/EFNB2/TNFSF14/KDR/ENPP2/CCN3/THBS1/SEMA7A/EPHA2/CCN1/AGTR1/CXCL13/FGF18/CXCR1/GREM1/NOD2/CXCL11/PTAFR/IL16/FOSL1/EGR3/FES/SEMA4D/CNR2/SEMA4A/C5AR1/PLXNB3/L1CAM,46
