"gene_id"
"ENSG00000004939"
"ENSG00000005379"
"ENSG00000005381"
"ENSG00000006116"
"ENSG00000006555"
"ENSG00000006652"
"ENSG00000007312"
"ENSG00000008323"
"ENSG00000010282"
"ENSG00000010671"
"ENSG00000015285"
"ENSG00000028277"
"ENSG00000050767"
"ENSG00000055957"
"ENSG00000058335"
"ENSG00000068976"
"ENSG00000070019"
"ENSG00000070190"
"ENSG00000070526"
"ENSG00000071909"
"ENSG00000072952"
"ENSG00000076344"
"ENSG00000087074"
"ENSG00000087237"
"ENSG00000088827"
"ENSG00000089101"
"ENSG00000089692"
"ENSG00000091010"
"ENSG00000092067"
"ENSG00000099875"
"ENSG00000099960"
"ENSG00000099985"
"ENSG00000100346"
"ENSG00000100652"
"ENSG00000100678"
"ENSG00000100884"
"ENSG00000101049"
"ENSG00000101916"
"ENSG00000102387"
"ENSG00000102786"
"ENSG00000103355"
"ENSG00000103490"
"ENSG00000103710"
"ENSG00000104518"
"ENSG00000105219"
"ENSG00000105369"
"ENSG00000105509"
"ENSG00000105641"
"ENSG00000106003"
"ENSG00000106034"
"ENSG00000106541"
"ENSG00000107984"
"ENSG00000109758"
"ENSG00000109943"
"ENSG00000110876"
"ENSG00000111291"
"ENSG00000111335"
"ENSG00000111671"
"ENSG00000111679"
"ENSG00000112164"
"ENSG00000113070"
"ENSG00000114013"
"ENSG00000114378"
"ENSG00000114841"
"ENSG00000115523"
"ENSG00000115850"
"ENSG00000116147"
"ENSG00000116285"
"ENSG00000117616"
"ENSG00000118523"
"ENSG00000119125"
"ENSG00000119614"
"ENSG00000119915"
"ENSG00000120129"
"ENSG00000123329"
"ENSG00000124610"
"ENSG00000124657"
"ENSG00000124762"
"ENSG00000125266"
"ENSG00000125508"
"ENSG00000125975"
"ENSG00000126561"
"ENSG00000126895"
"ENSG00000127377"
"ENSG00000128016"
"ENSG00000128482"
"ENSG00000128917"
"ENSG00000130066"
"ENSG00000130182"
"ENSG00000130518"
"ENSG00000130612"
"ENSG00000130948"
"ENSG00000131096"
"ENSG00000132002"
"ENSG00000132911"
"ENSG00000133454"
"ENSG00000133800"
"ENSG00000133874"
"ENSG00000134294"
"ENSG00000135318"
"ENSG00000135426"
"ENSG00000135898"
"ENSG00000136286"
"ENSG00000136688"
"ENSG00000137270"
"ENSG00000138315"
"ENSG00000138356"
"ENSG00000138764"
"ENSG00000138892"
"ENSG00000139193"
"ENSG00000139549"
"ENSG00000140107"
"ENSG00000140254"
"ENSG00000140274"
"ENSG00000140478"
"ENSG00000140522"
"ENSG00000140678"
"ENSG00000141052"
"ENSG00000141194"
"ENSG00000141232"
"ENSG00000141293"
"ENSG00000141434"
"ENSG00000141582"
"ENSG00000142511"
"ENSG00000142871"
"ENSG00000143107"
"ENSG00000143340"
"ENSG00000143768"
"ENSG00000144596"
"ENSG00000144820"
"ENSG00000145040"
"ENSG00000147443"
"ENSG00000148482"
"ENSG00000148735"
"ENSG00000148926"
"ENSG00000149418"
"ENSG00000149452"
"ENSG00000149506"
"ENSG00000150337"
"ENSG00000150594"
"ENSG00000151322"
"ENSG00000152463"
"ENSG00000154025"
"ENSG00000154478"
"ENSG00000154734"
"ENSG00000155265"
"ENSG00000155269"
"ENSG00000156413"
"ENSG00000156427"
"ENSG00000157087"
"ENSG00000157119"
"ENSG00000157542"
"ENSG00000158445"
"ENSG00000159289"
"ENSG00000159337"
"ENSG00000159588"
"ENSG00000161270"
"ENSG00000161509"
"ENSG00000162078"
"ENSG00000162267"
"ENSG00000162594"
"ENSG00000162733"
"ENSG00000162772"
"ENSG00000162891"
"ENSG00000163273"
"ENSG00000163631"
"ENSG00000163810"
"ENSG00000164007"
"ENSG00000164690"
"ENSG00000165794"
"ENSG00000165799"
"ENSG00000165807"
"ENSG00000166523"
"ENSG00000167261"
"ENSG00000167470"
"ENSG00000167566"
"ENSG00000167895"
"ENSG00000167910"
"ENSG00000167941"
"ENSG00000168065"
"ENSG00000168126"
"ENSG00000168131"
"ENSG00000168314"
"ENSG00000168497"
"ENSG00000168685"
"ENSG00000168907"
"ENSG00000169085"
"ENSG00000169247"
"ENSG00000169327"
"ENSG00000169397"
"ENSG00000169896"
"ENSG00000169900"
"ENSG00000169994"
"ENSG00000170091"
"ENSG00000170345"
"ENSG00000170458"
"ENSG00000171115"
"ENSG00000171124"
"ENSG00000171532"
"ENSG00000171595"
"ENSG00000171847"
"ENSG00000171916"
"ENSG00000172365"
"ENSG00000172782"
"ENSG00000172803"
"ENSG00000172818"
"ENSG00000173431"
"ENSG00000173662"
"ENSG00000173702"
"ENSG00000173714"
"ENSG00000174226"
"ENSG00000174950"
"ENSG00000176160"
"ENSG00000176601"
"ENSG00000176635"
"ENSG00000176761"
"ENSG00000176884"
"ENSG00000176945"
"ENSG00000177238"
"ENSG00000177291"
"ENSG00000177511"
"ENSG00000177575"
"ENSG00000178082"
"ENSG00000178149"
"ENSG00000178162"
"ENSG00000178404"
"ENSG00000178814"
"ENSG00000178882"
"ENSG00000179002"
"ENSG00000179388"
"ENSG00000179636"
"ENSG00000180316"
"ENSG00000180787"
"ENSG00000181013"
"ENSG00000181016"
"ENSG00000181215"
"ENSG00000182326"
"ENSG00000182472"
"ENSG00000182477"
"ENSG00000182531"
"ENSG00000182782"
"ENSG00000182965"
"ENSG00000183090"
"ENSG00000183160"
"ENSG00000183496"
"ENSG00000183508"
"ENSG00000183773"
"ENSG00000183888"
"ENSG00000184368"
"ENSG00000184557"
"ENSG00000185338"
"ENSG00000185664"
"ENSG00000185697"
"ENSG00000185860"
"ENSG00000185863"
"ENSG00000185955"
"ENSG00000186265"
"ENSG00000186452"
"ENSG00000187583"
"ENSG00000187763"
"ENSG00000187833"
"ENSG00000187997"
"ENSG00000188199"
"ENSG00000188396"
"ENSG00000188655"
"ENSG00000188710"
"ENSG00000188959"
"ENSG00000189030"
"ENSG00000189152"
"ENSG00000189334"
"ENSG00000189433"
"ENSG00000196684"
"ENSG00000197019"
"ENSG00000197376"
"ENSG00000197540"
"ENSG00000197891"
"ENSG00000198019"
"ENSG00000198028"
"ENSG00000198077"
"ENSG00000198650"
"ENSG00000198691"
"ENSG00000198883"
"ENSG00000198910"
"ENSG00000203942"
"ENSG00000204569"
"ENSG00000204669"
"ENSG00000204969"
"ENSG00000205307"
"ENSG00000206150"
"ENSG00000213122"
"ENSG00000213184"
"ENSG00000213211"
"ENSG00000213262"
"ENSG00000213386"
"ENSG00000213500"
"ENSG00000213760"
"ENSG00000213946"
"ENSG00000214185"
"ENSG00000214374"
"ENSG00000214460"
"ENSG00000214617"
"ENSG00000214695"
"ENSG00000214814"
"ENSG00000214860"
"ENSG00000215529"
"ENSG00000215644"
"ENSG00000215853"
"ENSG00000215906"
"ENSG00000216364"
"ENSG00000216629"
"ENSG00000216762"
"ENSG00000216906"
"ENSG00000217060"
"ENSG00000217078"
"ENSG00000217159"
"ENSG00000217315"
"ENSG00000218186"
"ENSG00000219770"
"ENSG00000220349"
"ENSG00000220557"
"ENSG00000220563"
"ENSG00000220721"
"ENSG00000220793"
"ENSG00000221986"
"ENSG00000222009"
"ENSG00000223593"
"ENSG00000224129"
"ENSG00000224447"
"ENSG00000224546"
"ENSG00000224904"
"ENSG00000225239"
"ENSG00000225358"
"ENSG00000227881"
"ENSG00000228286"
"ENSG00000228547"
"ENSG00000229023"
"ENSG00000229106"
"ENSG00000229183"
"ENSG00000229786"
"ENSG00000230047"
"ENSG00000230062"
"ENSG00000230146"
"ENSG00000230495"
"ENSG00000230948"
"ENSG00000231615"
"ENSG00000231725"
"ENSG00000232113"
"ENSG00000232400"
"ENSG00000232492"
"ENSG00000233419"
"ENSG00000233708"
"ENSG00000233786"
"ENSG00000233873"
"ENSG00000233933"
"ENSG00000234438"
"ENSG00000234785"
"ENSG00000235623"
"ENSG00000235711"
"ENSG00000237090"
"ENSG00000237740"
"ENSG00000237988"
"ENSG00000238002"
"ENSG00000240370"
"ENSG00000243904"
"ENSG00000244451"
"ENSG00000244482"
"ENSG00000248590"
"ENSG00000248593"
"ENSG00000248831"
"ENSG00000249006"
"ENSG00000249215"
"ENSG00000249680"
"ENSG00000250006"
"ENSG00000250292"
"ENSG00000250505"
"ENSG00000250573"
"ENSG00000250799"
"ENSG00000250826"
"ENSG00000251338"
"ENSG00000251692"
"ENSG00000253176"
"ENSG00000253309"
"ENSG00000253480"
"ENSG00000254256"
"ENSG00000255085"
"ENSG00000255200"
"ENSG00000255398"
"ENSG00000255408"
"ENSG00000256612"
"ENSG00000257065"
"ENSG00000258555"
"ENSG00000258722"
"ENSG00000259010"
"ENSG00000259102"
"ENSG00000259144"
"ENSG00000259346"
"ENSG00000259428"
"ENSG00000259465"
"ENSG00000259496"
"ENSG00000260314"
"ENSG00000260386"
"ENSG00000260660"
"ENSG00000261303"
"ENSG00000263232"
"ENSG00000266433"
"ENSG00000267679"
"ENSG00000267691"
"ENSG00000268623"
"ENSG00000268742"
"ENSG00000269546"
"ENSG00000270025"
"ENSG00000270978"
"ENSG00000271353"
"ENSG00000271647"
"ENSG00000272281"
"ENSG00000274588"
"ENSG00000279956"
"ENSG00000283288"
"ENSG00000283439"
"ENSG00000283511"
"ENSG00000283526"
"ENSG00000283529"
"ENSG00000285188"
"ENSG00000286235"
