"gene_id"
"ENSG00000012504"
"ENSG00000042832"
"ENSG00000099860"
"ENSG00000100285"
"ENSG00000103196"
"ENSG00000104415"
"ENSG00000108342"
"ENSG00000108551"
"ENSG00000113070"
"ENSG00000118515"
"ENSG00000118523"
"ENSG00000124216"
"ENSG00000125740"
"ENSG00000129654"
"ENSG00000130222"
"ENSG00000134201"
"ENSG00000137331"
"ENSG00000137491"
"ENSG00000137801"
"ENSG00000138308"
"ENSG00000144010"
"ENSG00000146276"
"ENSG00000148926"
"ENSG00000157765"
"ENSG00000162771"
"ENSG00000163435"
"ENSG00000169248"
"ENSG00000170345"
"ENSG00000180043"
"ENSG00000184343"
"ENSG00000185988"
"ENSG00000188163"
"ENSG00000197406"
"ENSG00000198555"
"ENSG00000198576"
"ENSG00000198719"
"ENSG00000217539"
"ENSG00000225899"
"ENSG00000230841"
"ENSG00000234571"
"ENSG00000239605"
"ENSG00000241458"
"ENSG00000250325"
"ENSG00000255587"
"ENSG00000261239"
"ENSG00000263179"
"ENSG00000274744"
"ENSG00000275395"
"ENSG00000282842"
"ENSG00000283268"
"ENSG00000284797"
