"gene_id"
"ENSG00000005381"
"ENSG00000010671"
"ENSG00000087237"
"ENSG00000089692"
"ENSG00000105219"
"ENSG00000106541"
"ENSG00000107984"
"ENSG00000111671"
"ENSG00000119915"
"ENSG00000123342"
"ENSG00000124610"
"ENSG00000124657"
"ENSG00000128016"
"ENSG00000128917"
"ENSG00000129757"
"ENSG00000140478"
"ENSG00000141194"
"ENSG00000143365"
"ENSG00000149418"
"ENSG00000150337"
"ENSG00000154025"
"ENSG00000156234"
"ENSG00000156413"
"ENSG00000156427"
"ENSG00000165799"
"ENSG00000168126"
"ENSG00000168131"
"ENSG00000169896"
"ENSG00000169900"
"ENSG00000171124"
"ENSG00000172818"
"ENSG00000173714"
"ENSG00000174226"
"ENSG00000175785"
"ENSG00000176160"
"ENSG00000176761"
"ENSG00000176884"
"ENSG00000179388"
"ENSG00000181016"
"ENSG00000184368"
"ENSG00000184557"
"ENSG00000185338"
"ENSG00000189152"
"ENSG00000196361"
"ENSG00000198019"
"ENSG00000198211"
"ENSG00000206150"
"ENSG00000213262"
"ENSG00000213386"
"ENSG00000213500"
"ENSG00000214695"
"ENSG00000216364"
"ENSG00000216629"
"ENSG00000217078"
"ENSG00000220557"
"ENSG00000220563"
"ENSG00000237740"
"ENSG00000240370"
"ENSG00000243904"
"ENSG00000255713"
"ENSG00000258722"
"ENSG00000259010"
"ENSG00000263232"
"ENSG00000268742"
"ENSG00000283529"
"ENSG00000285269"
