target	assay	ctcf_retained	ctcf_lost	rad21_retained	rad21_lost	atac_gained	atac_lost	n_experiments	factor_class
ZNF777	TF ChIP-seq	11.3967932977033	4.3998513563731	10.8416547788873	6.9480582056471	25.6281407035176	6.77619025457253	1	TF
ZNF785	TF ChIP-seq	11.9529105878954	3.87588257153475	13.8373751783167	7.74790401850246	24.6231155778894	6.23167496625867	1	TF
ZNF791	TF ChIP-seq	1.79113101256681	0.587142326272761	1.52163575844032	1.05039992290643	6.86767169179229	2.48987760040955	1	TF
ZNF792	TF ChIP-seq	7.91564350715008	2.94314381270903	8.7018544935806	5.55073720728534	17.0854271356784	5.11472052869177	1	TF
ZNF830	TF ChIP-seq	0.158890654340604	0.0668896321070234	0.237755587256301	0.0770935723234075	0.670016750418761	0.390934053148415	1	TF
ZNF837	TF ChIP-seq	3.60392893254369	1.14083983649201	4.08939610080837	2.0044328804086	11.2227805695142	2.49918555405594	1	TF
ZNF843	TF ChIP-seq	24.1224902498917	10.3344481605351	30.0047551117451	20.6321672930519	34.5058626465662	16.265648997068	1	TF
ZSCAN16	TF ChIP-seq	8.76065289614329	3.5042735042735	9.93818354731336	6.75532427483859	16.750418760469	6.38060222460092	1	TF
ZSCAN18	TF ChIP-seq	7.77119745774953	2.5455221107395	9.74797907750832	5.50255372458321	15.5778894472362	4.10946153488156	1	TF
ZSCAN21	TF ChIP-seq	24.736385959844	11.6276477146042	23.6329053732763	21.1910956923966	33.8358458961474	17.4896449015684	1	TF
ZSCAN23	TF ChIP-seq	11.9673551928355	4.39241917502787	14.2177841179268	8.68266358292377	19.2629815745394	7.40913110252711	1	TF
ZSCAN26	TF ChIP-seq	2.93947710530117	1.05908584169454	2.94816928197813	1.7827888599788	7.87269681742044	2.21994694466422	1	TF
ZSCAN30	TF ChIP-seq	42.9510327892532	19.5169082125604	37.0898716119829	36.6098101570782	45.8961474036851	25.6899520640387	1	TF
ZSCAN4	TF ChIP-seq	15.4990611006789	7.44704570791527	15.5016642891108	13.3275513154091	29.1457286432161	17.2197142458231	1	TF
ZSCAN5A	TF ChIP-seq	16.062400693341	5.55555555555556	19.2106514503091	10.8316469114388	28.1407035175879	7.58132824498534	1	TF
ZSCAN5C	TF ChIP-seq	6.96952188357648	4.80490523968785	5.56348074179743	6.44694998554496	13.9028475711893	12.4633499325173	1	TF
ZXDB	TF ChIP-seq	40.5965621840243	17.8186547751765	47.0280551592962	34.2680928977546	54.606365159129	22.4507841950947	1	TF
