target	assay	ctcf_retained	ctcf_lost	rad21_retained	rad21_lost	atac_gained	atac_lost	n_experiments	factor_class
ZNF510	TF ChIP-seq	1.78390871009678	1.02564102564103	1.61673799334284	1.55150814300858	3.51758793969849	3.30897752129194	1	TF
ZNF513	TF ChIP-seq	8.49342770475227	3.69007803790412	8.4640989063243	6.31203623397899	16.9179229480737	8.98682924559036	1	TF
ZNF514	TF ChIP-seq	0.592228802542251	0.21553325901152	0.618164526866381	0.395104558157464	2.17755443886097	1.07041466933495	1	TF
ZNF518A	TF ChIP-seq	15.9540661562906	8.13823857302118	19.020446980504	14.8212392791751	19.2629815745394	11.835063061386	1	TF
ZNF521	TF ChIP-seq	0.267225191391015	0.0966183574879227	0.713266761768902	0.0963669654042594	2.84757118927973	0.954065248755061	1	TF
ZNF529	TF ChIP-seq	0.881120901343348	0.5388331475288	0.998573466476462	0.645658668208538	3.3500837520938	2.41541397123842	1	TF
ZNF530	TF ChIP-seq	0.830564784053156	0.468227424749164	0.951022349025202	0.607111882046834	2.68006700167504	1.39619304695863	1	TF
ZNF544	TF ChIP-seq	0.462227358081756	0.222965440356745	0.665715644317642	0.30837428929363	3.01507537688442	1.06576069251175	1	TF
ZNF547	TF ChIP-seq	4.88227646973855	2.07729468599034	6.65715644317642	3.74867495422569	10.2177554438861	3.78833713408107	1	TF
ZNF548	TF ChIP-seq	2.38335981510906	0.92530657748049	2.61531145981931	1.62860171533198	7.37018425460637	2.78773211709406	1	TF
ZNF549	TF ChIP-seq	1.84890943232703	1.16313638052768	2.09224916785544	1.47441457068517	5.36013400335008	2.93200539861311	1	TF
ZNF555	TF ChIP-seq	0.231113679040878	0.174656261612783	0.475511174512601	0.0770935723234075	1.50753768844221	2.49918555405594	1	TF
ZNF558	TF ChIP-seq	9.08565650729453	4.3701226309922	9.93818354731336	7.80572419774501	17.4204355108878	9.89435472611346	1	TF
ZNF560	TF ChIP-seq	1.21334681496461	0.386473429951691	1.14122681883024	0.722752240531946	4.18760469011725	1.833666868339	1	TF
ZNF561	TF ChIP-seq	35.5553950599451	16.298773690078	35.9010936757014	30.31704731618	44.5561139028476	20.3239167868944	1	TF
ZNF571	TF ChIP-seq	0.296114401271125	0.111482720178372	0.713266761768902	0.163823841187241	2.51256281407035	0.874947642760739	1	TF
ZNF580	TF ChIP-seq	23.4724830275892	10.1783723522854	25.962910128388	18.666281198805	34.1708542713568	17.1731744775911	1	TF
ZNF585B	TF ChIP-seq	2.28224758052867	0.958751393534002	2.37755587256301	1.38768430182134	7.37018425460637	3.30897752129194	1	TF
ZNF596	TF ChIP-seq	11.057345081612	4.83091787439614	11.1745126010461	8.07555170087694	21.105527638191	10.0618978917485	1	TF
ZNF600	TF ChIP-seq	38.7187635418171	18.4764028242289	35.7108892058963	32.7744049339886	64.8241206030151	27.6446223297808	1	TF
ZNF610	TF ChIP-seq	23.161924021378	9.37569676700111	27.7223014740846	19.1095692396646	32.3283082077052	11.9281425978499	1	TF
ZNF621	TF ChIP-seq	0.729452549472772	0.208101077666295	1.52163575844032	0.35655777199576	3.3500837520938	1.2193419276772	1	TF
ZNF623	TF ChIP-seq	7.43897154412827	2.56410256410256	7.37042320494532	5.30981979377469	21.105527638191	8.81463210313213	1	TF
ZNF624	TF ChIP-seq	2.1305792286581	0.73950204384987	1.94959581550166	1.2624072467958	5.52763819095477	1.93605435844929	1	TF
ZNF626	TF ChIP-seq	1.99335548172757	1.24117428465255	2.23490252020922	1.63823841187241	2.17755443886097	2.28975659701215	1	TF
ZNF629	TF ChIP-seq	38.429871443016	16.9044964697139	43.509272467903	33.3044232437121	54.4388609715243	25.8528412528506	1	TF
ZNF639	TF ChIP-seq	23.1330348114979	8.75882571534745	25.5825011887779	18.3193601233497	32.6633165829146	14.264438963094	1	TF
ZNF645	TF ChIP-seq	4.39115990177669	1.45670754366407	4.70756062767475	2.3417172593235	12.8978224455611	3.31828547493833	1	TF
ZNF654	TF ChIP-seq	49.6099956666185	53.5823114083984	9.93818354731336	48.2509395779127	20.9380234505863	61.8513519802671	1	TF
ZNF658	TF ChIP-seq	1.12667918532428	0.334448160535117	1.94959581550166	0.703478847451094	3.68509212730318	0.949411271931866	1	TF
ZNF660	TF ChIP-seq	45.8688429871443	25.1021924934968	38.4688540180694	39.2117182229932	44.2211055276382	33.8437194582771	1	TF
ZNF664	TF ChIP-seq	7.33063700707786	4.64882943143813	5.61103185924869	5.83983810349812	24.9581239530988	17.7269977195514	1	TF
ZNF670	TF ChIP-seq	0.512783475371949	0.20066889632107	0.998573466476462	0.318010985834056	2.17755443886097	0.902871503699912	1	TF
ZNF677	TF ChIP-seq	5.74895276614185	1.95094760312152	5.13552068473609	3.11265298255758	14.070351758794	4.53297342579234	1	TF
ZNF680	TF ChIP-seq	2.26058067311859	1.46413972500929	2.09224916785544	1.93697600462561	8.71021775544389	5.1798762042165	1	TF
ZNF692	TF ChIP-seq	41.2465694063267	17.9412857673727	42.9386590584879	35.5305001445504	56.78391959799	24.3123749243729	1	TF
ZNF701	TF ChIP-seq	2.15946843853821	0.858416945373467	2.61531145981931	1.45514117760432	4.52261306532663	1.77781914646065	1	TF
ZNF704	TF ChIP-seq	2.79503105590062	0.917874396135266	3.47123157394199	1.72496868073624	7.20268006700168	1.4241169078978	1	TF
ZNF707	TF ChIP-seq	2.1305792286581	0.661464139725009	3.09082263433191	1.24313385371495	6.03015075376884	2.02447991809001	1	TF
ZNF747	TF ChIP-seq	0.794453271703019	0.185804533630621	0.855920114122682	0.433651344319167	4.35510887772194	1.02852887792619	1	TF
ZNF76	TF ChIP-seq	24.8447204968944	9.62839093273876	32.2396576319544	19.7166811217115	37.5209380234506	10.9228836040397	1	TF
ZNF768	TF ChIP-seq	4.91838798208869	2.15161649944259	4.08939610080837	3.44030066493206	12.8978224455611	6.10601759203239	1	TF
ZNF770	TF ChIP-seq	19.2546583850932	9.14901523597176	15.4541131716595	13.8864797147538	60.4690117252931	28.0588262670452	1	TF
ZNF776	TF ChIP-seq	1.24223602484472	0.583426235600149	1.4265335235378	0.770935723234075	3.51758793969849	1.84762879880858	1	TF
